HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Birmingham,Reading,1.00,2.00,1.00,1.00,20.00,18.00,6.00,4.00,11.00,10.00,8.00,2.00,1.00,1.00,0.00,0.00
Blackburn,Leicester,1.00,1.00,1.00,1.00,14.00,17.00,5.00,3.00,10.00,9.00,12.00,5.00,1.00,1.00,0.00,0.00
Blackpool,Huddersfield,1.00,0.00,1.00,0.00,14.00,11.00,6.00,3.00,11.00,16.00,2.00,4.00,0.00,4.00,0.00,0.00
Brighton,Ipswich,0.00,2.00,0.00,0.00,23.00,11.00,5.00,4.00,9.00,14.00,9.00,5.00,1.00,1.00,0.00,0.00
Charlton,Burnley,0.00,3.00,0.00,1.00,7.00,14.00,2.00,6.00,8.00,13.00,4.00,2.00,0.00,0.00,0.00,0.00
Derby,Nott'm Forest,5.00,0.00,3.00,0.00,19.00,10.00,8.00,1.00,11.00,21.00,4.00,5.00,1.00,3.00,0.00,0.00
Doncaster,Sheffield Weds,1.00,0.00,1.00,0.00,6.00,9.00,5.00,2.00,7.00,17.00,3.00,6.00,0.00,1.00,0.00,0.00
Leeds,Millwall,2.00,1.00,2.00,0.00,12.00,14.00,3.00,6.00,14.00,13.00,3.00,8.00,2.00,1.00,0.00,0.00
Middlesbrough,QPR,1.00,3.00,1.00,1.00,14.00,14.00,5.00,7.00,4.00,11.00,4.00,8.00,3.00,5.00,0.00,0.00
Wigan,Watford,2.00,1.00,1.00,1.00,15.00,11.00,7.00,2.00,4.00,9.00,6.00,4.00,1.00,3.00,0.00,0.00
Yeovil,Bolton,2.00,2.00,2.00,0.00,19.00,16.00,7.00,6.00,8.00,10.00,5.00,6.00,0.00,2.00,0.00,1.00
Bolton,Blackpool,1.00,0.00,1.00,0.00,17.00,12.00,5.00,1.00,10.00,6.00,6.00,3.00,0.00,0.00,0.00,0.00
Bournemouth,Leeds,4.00,1.00,3.00,0.00,13.00,14.00,8.00,1.00,9.00,11.00,3.00,8.00,0.00,0.00,0.00,0.00
Burnley,Doncaster,2.00,0.00,0.00,0.00,27.00,7.00,9.00,1.00,9.00,11.00,7.00,5.00,1.00,2.00,0.00,0.00
Huddersfield,Middlesbrough,2.00,2.00,2.00,1.00,15.00,11.00,5.00,2.00,16.00,10.00,5.00,4.00,1.00,3.00,0.00,0.00
Ipswich,Derby,2.00,1.00,0.00,1.00,9.00,14.00,3.00,4.00,8.00,16.00,2.00,5.00,2.00,4.00,0.00,0.00
Leicester,Yeovil,1.00,1.00,0.00,1.00,31.00,10.00,8.00,4.00,8.00,14.00,10.00,3.00,0.00,1.00,0.00,0.00
Millwall,Birmingham,2.00,3.00,1.00,2.00,14.00,5.00,6.00,3.00,11.00,16.00,6.00,2.00,5.00,3.00,0.00,0.00
Nott'm Forest,Charlton,0.00,1.00,0.00,0.00,17.00,12.00,2.00,1.00,15.00,9.00,6.00,1.00,2.00,0.00,0.00,0.00
QPR,Wigan,1.00,0.00,1.00,0.00,12.00,17.00,5.00,7.00,12.00,14.00,3.00,5.00,1.00,1.00,1.00,0.00
Reading,Barnsley,1.00,3.00,1.00,1.00,12.00,18.00,4.00,6.00,12.00,18.00,4.00,2.00,0.00,2.00,0.00,0.00
Sheffield Weds,Brighton,1.00,0.00,0.00,0.00,16.00,9.00,4.00,2.00,7.00,14.00,3.00,6.00,0.00,1.00,0.00,0.00
Watford,Blackburn,3.00,3.00,1.00,1.00,10.00,17.00,3.00,6.00,10.00,14.00,6.00,6.00,1.00,3.00,0.00,0.00
Birmingham,Bournemouth,2.00,4.00,0.00,3.00,12.00,13.00,4.00,6.00,11.00,9.00,8.00,6.00,2.00,1.00,0.00,0.00
Bolton,Wigan,1.00,1.00,1.00,0.00,22.00,14.00,8.00,6.00,12.00,9.00,10.00,9.00,3.00,3.00,0.00,0.00
Brighton,Middlesbrough,0.00,2.00,0.00,0.00,14.00,14.00,6.00,7.00,5.00,10.00,7.00,2.00,0.00,1.00,0.00,0.00
Burnley,Leicester,0.00,2.00,0.00,1.00,11.00,14.00,3.00,2.00,12.00,8.00,4.00,7.00,0.00,0.00,0.00,0.00
Derby,Charlton,3.00,0.00,2.00,0.00,24.00,11.00,7.00,4.00,5.00,8.00,10.00,7.00,0.00,0.00,0.00,0.00
Ipswich,Nott'm Forest,1.00,1.00,0.00,1.00,16.00,7.00,6.00,3.00,9.00,21.00,10.00,3.00,1.00,4.00,0.00,0.00
Leeds,Doncaster,1.00,2.00,0.00,2.00,13.00,6.00,4.00,2.00,14.00,10.00,11.00,1.00,3.00,3.00,0.00,0.00
Millwall,Blackburn,2.00,2.00,0.00,0.00,18.00,13.00,7.00,6.00,13.00,7.00,5.00,5.00,1.00,1.00,0.00,1.00
QPR,Blackpool,1.00,1.00,0.00,1.00,24.00,7.00,8.00,1.00,12.00,11.00,7.00,1.00,0.00,1.00,0.00,0.00
Reading,Huddersfield,1.00,1.00,1.00,1.00,13.00,22.00,5.00,10.00,16.00,11.00,4.00,6.00,1.00,3.00,0.00,0.00
Sheffield Weds,Watford,1.00,4.00,0.00,2.00,19.00,14.00,7.00,9.00,11.00,13.00,13.00,1.00,1.00,3.00,0.00,0.00
Yeovil,Barnsley,1.00,4.00,0.00,0.00,9.00,15.00,4.00,6.00,16.00,12.00,7.00,3.00,1.00,1.00,0.00,0.00
Blackburn,Brighton,3.00,3.00,2.00,1.00,12.00,7.00,7.00,4.00,11.00,15.00,6.00,5.00,0.00,2.00,0.00,0.00
Leeds,Charlton,0.00,1.00,0.00,0.00,7.00,10.00,3.00,7.00,13.00,12.00,4.00,5.00,4.00,1.00,0.00,0.00
Wigan,Leicester,2.00,2.00,1.00,1.00,24.00,15.00,8.00,7.00,7.00,7.00,9.00,5.00,11.00,1.00,1.00,0.00
Leicester,Sheffield Weds,2.00,1.00,1.00,1.00,10.00,13.00,3.00,6.00,10.00,13.00,4.00,6.00,1.00,2.00,0.00,0.00
Barnsley,Brighton,0.00,0.00,0.00,0.00,15.00,10.00,3.00,1.00,16.00,20.00,3.00,5.00,1.00,3.00,1.00,0.00
Blackburn,Ipswich,2.00,0.00,0.00,0.00,19.00,12.00,5.00,4.00,14.00,15.00,5.00,3.00,2.00,2.00,0.00,0.00
Blackpool,Yeovil,1.00,2.00,0.00,1.00,17.00,16.00,3.00,6.00,11.00,10.00,7.00,1.00,0.00,0.00,0.00,0.00
Bournemouth,QPR,2.00,1.00,1.00,0.00,17.00,11.00,8.00,5.00,5.00,10.00,6.00,8.00,1.00,2.00,1.00,0.00
Charlton,Reading,0.00,1.00,0.00,0.00,7.00,9.00,2.00,3.00,12.00,11.00,4.00,6.00,2.00,1.00,0.00,0.00
Doncaster,Birmingham,1.00,3.00,1.00,0.00,12.00,16.00,4.00,6.00,9.00,15.00,4.00,2.00,1.00,3.00,0.00,0.00
Huddersfield,Bolton,0.00,1.00,0.00,0.00,22.00,11.00,8.00,4.00,14.00,13.00,11.00,5.00,1.00,1.00,0.00,0.00
Middlesbrough,Derby,1.00,0.00,0.00,0.00,12.00,12.00,2.00,2.00,11.00,11.00,7.00,2.00,2.00,2.00,0.00,0.00
Nott'm Forest,Millwall,1.00,2.00,0.00,2.00,6.00,10.00,1.00,5.00,14.00,19.00,2.00,4.00,3.00,2.00,0.00,0.00
Watford,Burnley,1.00,1.00,1.00,0.00,17.00,11.00,5.00,3.00,12.00,8.00,9.00,2.00,1.00,0.00,0.00,0.00
Wigan,Leeds,1.00,0.00,1.00,0.00,10.00,8.00,3.00,1.00,7.00,16.00,2.00,3.00,3.00,2.00,0.00,0.00
Barnsley,Burnley,0.00,1.00,0.00,1.00,5.00,7.00,0.00,3.00,14.00,13.00,2.00,3.00,2.00,1.00,0.00,0.00
Blackburn,QPR,2.00,0.00,1.00,0.00,9.00,10.00,5.00,1.00,7.00,13.00,8.00,8.00,0.00,1.00,0.00,0.00
Blackpool,Derby,1.00,3.00,1.00,3.00,10.00,12.00,3.00,6.00,16.00,12.00,7.00,3.00,5.00,1.00,0.00,0.00
Bournemouth,Reading,3.00,1.00,3.00,0.00,14.00,4.00,7.00,3.00,18.00,16.00,3.00,5.00,1.00,1.00,0.00,0.00
Charlton,Yeovil,3.00,2.00,1.00,1.00,10.00,14.00,8.00,4.00,7.00,18.00,3.00,4.00,0.00,3.00,0.00,0.00
Doncaster,Bolton,1.00,2.00,1.00,2.00,16.00,13.00,6.00,10.00,12.00,11.00,11.00,5.00,0.00,1.00,0.00,0.00
Huddersfield,Ipswich,0.00,2.00,0.00,2.00,6.00,10.00,1.00,7.00,16.00,14.00,3.00,5.00,1.00,1.00,0.00,0.00
Leicester,Brighton,1.00,4.00,0.00,2.00,10.00,11.00,4.00,6.00,8.00,15.00,8.00,4.00,2.00,1.00,0.00,0.00
Middlesbrough,Birmingham,3.00,1.00,2.00,1.00,20.00,16.00,9.00,4.00,16.00,8.00,8.00,7.00,1.00,2.00,2.00,0.00
Nott'm Forest,Sheffield Weds,3.00,3.00,1.00,2.00,12.00,12.00,5.00,5.00,9.00,11.00,6.00,3.00,3.00,3.00,1.00,0.00
Watford,Leeds,3.00,0.00,2.00,0.00,6.00,8.00,4.00,4.00,10.00,6.00,4.00,1.00,1.00,2.00,0.00,0.00
Wigan,Millwall,0.00,1.00,0.00,1.00,18.00,9.00,2.00,5.00,9.00,10.00,7.00,3.00,0.00,3.00,0.00,0.00
Bolton,Barnsley,1.00,0.00,1.00,0.00,16.00,17.00,6.00,3.00,13.00,11.00,2.00,7.00,1.00,1.00,0.00,0.00
Brighton,Charlton,3.00,0.00,2.00,0.00,16.00,2.00,5.00,0.00,16.00,8.00,7.00,2.00,2.00,1.00,0.00,0.00
Burnley,Middlesbrough,0.00,1.00,0.00,0.00,27.00,10.00,8.00,4.00,7.00,19.00,14.00,5.00,0.00,2.00,0.00,0.00
Derby,Huddersfield,3.00,1.00,1.00,1.00,16.00,6.00,6.00,4.00,12.00,12.00,9.00,0.00,0.00,1.00,0.00,2.00
Ipswich,Doncaster,2.00,1.00,0.00,0.00,17.00,6.00,6.00,5.00,17.00,11.00,8.00,10.00,1.00,3.00,0.00,0.00
Leeds,Blackpool,2.00,0.00,1.00,0.00,12.00,11.00,5.00,3.00,13.00,17.00,5.00,1.00,0.00,1.00,0.00,0.00
Millwall,Watford,2.00,2.00,0.00,1.00,19.00,18.00,7.00,6.00,11.00,11.00,13.00,3.00,2.00,3.00,0.00,0.00
QPR,Nott'm Forest,5.00,2.00,2.00,1.00,17.00,13.00,7.00,7.00,10.00,11.00,2.00,11.00,0.00,0.00,0.00,0.00
Sheffield Weds,Blackburn,3.00,3.00,1.00,3.00,19.00,18.00,8.00,6.00,14.00,11.00,6.00,2.00,4.00,4.00,0.00,0.00
Yeovil,Bournemouth,1.00,1.00,1.00,0.00,12.00,12.00,5.00,2.00,15.00,7.00,4.00,1.00,1.00,2.00,0.00,0.00
Reading,Leicester,1.00,1.00,1.00,1.00,13.00,18.00,3.00,5.00,11.00,15.00,7.00,7.00,0.00,1.00,1.00,0.00
Charlton,Barnsley,1.00,2.00,0.00,1.00,17.00,9.00,2.00,4.00,14.00,11.00,4.00,2.00,2.00,2.00,0.00,0.00
Blackburn,Yeovil,0.00,0.00,0.00,0.00,21.00,7.00,5.00,0.00,10.00,10.00,3.00,4.00,2.00,2.00,0.00,0.00
Blackpool,Burnley,0.00,1.00,0.00,0.00,10.00,9.00,1.00,5.00,10.00,11.00,6.00,2.00,2.00,3.00,0.00,0.00
Bournemouth,Sheffield Weds,2.00,4.00,1.00,2.00,16.00,11.00,7.00,6.00,7.00,14.00,6.00,6.00,2.00,1.00,0.00,1.00
Charlton,Bolton,0.00,0.00,0.00,0.00,18.00,16.00,4.00,5.00,7.00,5.00,5.00,6.00,0.00,1.00,0.00,0.00
Doncaster,Derby,0.00,2.00,0.00,1.00,13.00,9.00,2.00,5.00,10.00,13.00,6.00,6.00,2.00,2.00,0.00,0.00
Huddersfield,Brighton,1.00,1.00,1.00,0.00,6.00,7.00,5.00,2.00,15.00,12.00,5.00,7.00,4.00,3.00,0.00,0.00
Wigan,Reading,3.00,0.00,2.00,0.00,17.00,6.00,10.00,1.00,11.00,15.00,4.00,2.00,1.00,2.00,0.00,0.00
Barnsley,Leeds,0.00,1.00,0.00,1.00,13.00,9.00,3.00,3.00,8.00,13.00,1.00,1.00,1.00,2.00,0.00,0.00
Leicester,QPR,1.00,0.00,0.00,0.00,17.00,13.00,5.00,3.00,10.00,10.00,4.00,7.00,1.00,2.00,0.00,1.00
Middlesbrough,Millwall,1.00,2.00,0.00,2.00,14.00,16.00,4.00,7.00,7.00,10.00,2.00,8.00,2.00,3.00,0.00,0.00
Nott'm Forest,Birmingham,1.00,0.00,1.00,0.00,12.00,9.00,3.00,2.00,19.00,8.00,2.00,7.00,2.00,2.00,0.00,0.00
Watford,Ipswich,3.00,1.00,1.00,0.00,11.00,10.00,4.00,4.00,14.00,9.00,5.00,3.00,3.00,0.00,0.00,0.00
Birmingham,Blackburn,2.00,4.00,0.00,4.00,16.00,20.00,6.00,12.00,16.00,5.00,4.00,3.00,3.00,1.00,0.00,0.00
Brighton,Blackpool,1.00,1.00,0.00,0.00,11.00,9.00,3.00,3.00,10.00,18.00,4.00,8.00,0.00,5.00,0.00,0.00
Burnley,Wigan,2.00,0.00,2.00,0.00,11.00,10.00,6.00,3.00,12.00,15.00,5.00,5.00,2.00,4.00,0.00,0.00
Derby,Barnsley,2.00,1.00,2.00,0.00,24.00,13.00,8.00,3.00,7.00,8.00,7.00,7.00,0.00,2.00,0.00,0.00
Ipswich,Bournemouth,2.00,2.00,1.00,1.00,8.00,24.00,4.00,4.00,10.00,11.00,3.00,6.00,0.00,0.00,0.00,0.00
Leeds,Nott'm Forest,0.00,2.00,0.00,2.00,25.00,5.00,3.00,5.00,5.00,10.00,7.00,1.00,1.00,1.00,0.00,0.00
Millwall,Doncaster,0.00,0.00,0.00,0.00,19.00,6.00,5.00,0.00,11.00,10.00,14.00,1.00,2.00,1.00,0.00,1.00
QPR,Watford,2.00,1.00,0.00,0.00,17.00,14.00,8.00,5.00,8.00,19.00,8.00,11.00,1.00,3.00,0.00,0.00
Sheffield Weds,Charlton,2.00,3.00,2.00,2.00,12.00,12.00,3.00,5.00,7.00,9.00,5.00,3.00,3.00,1.00,0.00,0.00
Yeovil,Huddersfield,1.00,2.00,0.00,0.00,9.00,16.00,3.00,5.00,8.00,10.00,3.00,9.00,0.00,1.00,0.00,0.00
Bolton,Leicester,0.00,1.00,0.00,0.00,12.00,20.00,4.00,7.00,5.00,6.00,5.00,13.00,0.00,0.00,0.00,0.00
Reading,Middlesbrough,2.00,0.00,2.00,0.00,16.00,10.00,4.00,3.00,8.00,14.00,8.00,2.00,1.00,4.00,0.00,0.00
Brighton,Yeovil,2.00,0.00,0.00,0.00,23.00,8.00,6.00,2.00,11.00,17.00,8.00,3.00,1.00,2.00,0.00,0.00
Birmingham,Leeds,1.00,3.00,0.00,0.00,11.00,7.00,3.00,3.00,11.00,11.00,5.00,1.00,0.00,1.00,0.00,0.00
Bournemouth,Nott'm Forest,4.00,1.00,1.00,0.00,14.00,7.00,7.00,2.00,6.00,14.00,5.00,5.00,1.00,2.00,0.00,0.00
Burnley,Ipswich,1.00,0.00,0.00,0.00,15.00,11.00,3.00,2.00,12.00,13.00,2.00,9.00,0.00,2.00,0.00,0.00
Charlton,Blackburn,1.00,3.00,0.00,1.00,17.00,22.00,3.00,8.00,7.00,9.00,4.00,7.00,1.00,0.00,0.00,0.00
Derby,Watford,4.00,2.00,1.00,1.00,27.00,13.00,8.00,4.00,2.00,9.00,14.00,7.00,0.00,3.00,0.00,1.00
Doncaster,Reading,1.00,3.00,1.00,0.00,3.00,10.00,2.00,3.00,7.00,9.00,2.00,5.00,0.00,0.00,0.00,0.00
Huddersfield,Leicester,0.00,2.00,0.00,1.00,10.00,11.00,1.00,5.00,6.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00
Middlesbrough,Barnsley,3.00,1.00,0.00,0.00,23.00,17.00,12.00,6.00,9.00,8.00,5.00,8.00,2.00,0.00,0.00,0.00
QPR,Millwall,1.00,1.00,0.00,0.00,15.00,22.00,6.00,5.00,12.00,11.00,4.00,2.00,1.00,2.00,0.00,0.00
Sheffield Weds,Bolton,1.00,3.00,1.00,3.00,16.00,12.00,4.00,5.00,10.00,10.00,4.00,3.00,2.00,3.00,0.00,0.00
Wigan,Blackpool,0.00,2.00,0.00,0.00,11.00,7.00,2.00,2.00,11.00,14.00,4.00,2.00,0.00,1.00,0.00,0.00
Birmingham,Wigan,0.00,1.00,0.00,1.00,9.00,9.00,5.00,2.00,22.00,16.00,3.00,4.00,2.00,0.00,0.00,0.00
Charlton,Watford,3.00,1.00,1.00,0.00,10.00,12.00,5.00,5.00,11.00,13.00,4.00,5.00,1.00,2.00,0.00,1.00
Barnsley,QPR,2.00,3.00,0.00,2.00,18.00,13.00,8.00,4.00,7.00,12.00,8.00,4.00,0.00,0.00,0.00,0.00
Blackburn,Wigan,4.00,3.00,3.00,1.00,20.00,17.00,10.00,6.00,10.00,14.00,8.00,10.00,3.00,2.00,0.00,0.00
Blackpool,Charlton,0.00,3.00,0.00,0.00,20.00,9.00,4.00,4.00,12.00,11.00,4.00,1.00,0.00,2.00,0.00,0.00
Bolton,Birmingham,2.00,2.00,0.00,0.00,12.00,24.00,4.00,9.00,14.00,12.00,2.00,11.00,2.00,3.00,0.00,0.00
Ipswich,Sheffield Weds,2.00,1.00,1.00,0.00,7.00,23.00,3.00,6.00,10.00,15.00,5.00,6.00,1.00,1.00,0.00,0.00
Leeds,Derby,1.00,1.00,0.00,1.00,28.00,14.00,11.00,7.00,12.00,13.00,5.00,3.00,1.00,1.00,0.00,0.00
Leicester,Doncaster,1.00,0.00,0.00,0.00,21.00,7.00,9.00,2.00,16.00,5.00,5.00,1.00,0.00,0.00,0.00,0.00
Millwall,Bournemouth,1.00,0.00,1.00,0.00,22.00,12.00,5.00,6.00,18.00,11.00,10.00,10.00,3.00,2.00,0.00,0.00
Nott'm Forest,Brighton,1.00,2.00,1.00,0.00,16.00,10.00,2.00,4.00,14.00,15.00,9.00,5.00,2.00,2.00,0.00,0.00
Reading,Burnley,2.00,2.00,1.00,2.00,21.00,10.00,7.00,5.00,7.00,13.00,7.00,3.00,1.00,3.00,0.00,0.00
Watford,Huddersfield,1.00,4.00,0.00,0.00,7.00,14.00,4.00,8.00,20.00,14.00,5.00,4.00,3.00,2.00,0.00,0.00
Yeovil,Middlesbrough,1.00,4.00,1.00,3.00,13.00,24.00,5.00,8.00,12.00,7.00,10.00,5.00,2.00,1.00,0.00,0.00
